Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Unit)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Action	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	KC (Single-KC)	KC Category (Single-KC)	KC (Unique-step)	KC Category (Unique-step)	KC (Single-KC-temp)	KC Category (Single-KC-temp)	KC (Single-plus-unique)	KC Category (Single-plus-unique)	KC (Single-plus-unique)	KC Category (Single-plus-unique)	KC (Unique-step-temp)	KC Category (Unique-step-temp)	KC (Rule Names)	KC Category (Rule Names)	KC (Field)	KC Category (Field)	KC (Unique-step-Plus-Single2)	KC Category (Unique-step-Plus-Single2)	KC (Unique-step-Plus-Single2)	KC Category (Unique-step-Plus-Single2)	KC (Rule Names2)	KC Category (Rule Names2)	School	Class
133	All Data	95456f204f932a37acedcc2ee548f073	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:13		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-6	1	1969-12-31 19:02:06	answer_denom	1	1	CORRECT	JCommTable6_C1R2	UpdateTable	24					Single-KC		KC89		KC1		KC1		KC89		KC89		answer_denom		answer-denom		1-4_plus_2-6-answer_denom		Single		answer_denom			
134	All Data	d7ca2689a22c4ae445f9c1c50f07d4a1	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:14		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-6	1	1969-12-31 19:02:06	done	1	1	CORRECT	done	ButtonPressed	-1					Single-KC		KC40		KC1		KC1		KC40		KC40		done		done		1-4_plus_2-6-done		Single		done			
135	All Data	e8ed4c6372a32c79c0264d934d6530d1	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:15		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-7	1	1969-12-31 19:02:14	lcm_denom2	1	1	INCORRECT	JCommTable5_C1R2	UpdateTable	7					Single-KC		KC142		KC1		KC1		KC142		KC142		lcm_denom2		denom2		1-4_plus_2-7-lcm_denom2		Single		lcm_denom2			
136	All Data	b99e94ff1dec8fb625514efc860c0a4e	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:16		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-7	1	1969-12-31 19:02:14	but_denom2	1	1	CORRECT	JCommTable5_C1R2	UpdateTable	28					Single-KC		KC110		KC1		KC1		KC110		KC110		but_denom2		denom2		1-4_plus_2-7-but_denom2		Single		but_denom2			
137	All Data	4d58b6bc46abf0b2fbb00dd8c40760fa	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:17		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-7	1	1969-12-31 19:02:14	but_denom1	1	1	CORRECT	JCommTable4_C1R2	UpdateTable	28					Single-KC		KC78		KC1		KC1		KC78		KC78		but_denom1		denom1		1-4_plus_2-7-but_denom1		Single		but_denom1			
138	All Data	e8e03968a63acd3a5febff6c91ff8ecc	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:18		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-7	1	1969-12-31 19:02:14	convert_num1	1	1	CORRECT	JCommTable4_C1R1	UpdateTable	7					Single-KC		KC130		KC1		KC1		KC130		KC130		convert_num1		converted-num1		1-4_plus_2-7-convert_num1		Single		convert_num1			
139	All Data	d584cb7f2b1e9d60155b1b7a5da01538	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:19		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-7	1	1969-12-31 19:02:14	convert_num2	1	1	CORRECT	JCommTable5_C1R1	UpdateTable	8					Single-KC		KC46		KC1		KC1		KC46		KC46		convert_num2		convert-num2		1-4_plus_2-7-convert_num2		Single		convert_num2			
140	All Data	3a9f1e5c85e837f305f1a77e80c46fcd	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:20		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-7	1	1969-12-31 19:02:14	answer_num	1	1	CORRECT	JCommTable6_C1R1	UpdateTable	15					Single-KC		KC56		KC1		KC1		KC56		KC56		answer_num		answer-num		1-4_plus_2-7-answer_num		Single		answer_num			
141	All Data	5dd9dd5e43fcfba4d295924074a784d0	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:21		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-7	1	1969-12-31 19:02:14	answer_denom	1	1	CORRECT	JCommTable6_C1R2	UpdateTable	28					Single-KC		KC124		KC1		KC1		KC124		KC124		answer_denom		answer-denom		1-4_plus_2-7-answer_denom		Single		answer_denom			
142	All Data	f7696a5401b9150acb92453831d4e2f7	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:22		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-7	1	1969-12-31 19:02:14	done	1	1	CORRECT	done	ButtonPressed	-1					Single-KC		KC132		KC1		KC1		KC132		KC132		done		done		1-4_plus_2-7-done		Single		done			
143	All Data	6649d8aa1f981a249f2414d3eeb8ac62	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:23		1	ATTEMPT		RESULT		SimStudent	6-9_plus_2-9	1	1969-12-31 19:02:22	lcm_denom2	1	1	CORRECT	JCommTable5_C1R2	UpdateTable	9					Single-KC		KC95		KC1		KC1		KC95		KC95		lcm_denom2		denom2		6-9_plus_2-9-lcm_denom2		Single		lcm_denom2			
144	All Data	ffdd3c2eeb4e176caecb57dba7b712b8	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:24		1	ATTEMPT		RESULT		SimStudent	6-9_plus_2-9	1	1969-12-31 19:02:22	convert_num2	1	1	CORRECT	JCommTable5_C1R1	UpdateTable	2					Single-KC		KC33		KC1		KC1		KC33		KC33		convert_num2		convert-num2		6-9_plus_2-9-convert_num2		Single		convert_num2			
145	All Data	5a16f6d95eab3bf420a838d9f511a83a	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:25		1	ATTEMPT		RESULT		SimStudent	6-9_plus_2-9	1	1969-12-31 19:02:22	lcm_denom1	1	1	CORRECT	JCommTable4_C1R2	UpdateTable	9					Single-KC		KC25		KC1		KC1		KC25		KC25		lcm_denom1		denom1		6-9_plus_2-9-lcm_denom1		Single		lcm_denom1			
146	All Data	4b2d5e59bd3e8598b791630d0874e2a4	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:26		1	ATTEMPT		RESULT		SimStudent	6-9_plus_2-9	1	1969-12-31 19:02:22	convert_num1	1	1	CORRECT	JCommTable4_C1R1	UpdateTable	6					Single-KC		KC30		KC1		KC1		KC30		KC30		convert_num1		converted-num1		6-9_plus_2-9-convert_num1		Single		convert_num1			
147	All Data	95df18eea37f31ae8e227c0d0cfff560	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:27		1	ATTEMPT		RESULT		SimStudent	6-9_plus_2-9	1	1969-12-31 19:02:22	answer_denom	1	1	CORRECT	JCommTable6_C1R2	UpdateTable	9					Single-KC		KC71		KC1		KC1		KC71		KC71		answer_denom		answer-denom		6-9_plus_2-9-answer_denom		Single		answer_denom			
148	All Data	d36225679f8ef696c8e5e344347ed163	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:28		1	ATTEMPT		RESULT		SimStudent	6-9_plus_2-9	1	1969-12-31 19:02:22	answer_num	1	1	CORRECT	JCommTable6_C1R1	UpdateTable	8					Single-KC		KC9		KC1		KC1		KC9		KC9		answer_num		answer-num		6-9_plus_2-9-answer_num		Single		answer_num			
149	All Data	9353e9591336623a8943e39dc7567463	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:29		1	ATTEMPT		RESULT		SimStudent	6-9_plus_2-9	1	1969-12-31 19:02:22	done	1	1	CORRECT	done	ButtonPressed	-1					Single-KC		KC125		KC1		KC1		KC125		KC125		done		done		6-9_plus_2-9-done		Single		done			
150	All Data	d5b95cb673eee245214483b4b8ed12da	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:30		1	ATTEMPT		RESULT		SimStudent	3-4_plus_2-10	1	1969-12-31 19:02:29	lcm_denom2	1	1	INCORRECT	JCommTable5_C1R2	UpdateTable	10					Single-KC		KC112		KC1		KC1		KC112		KC112		lcm_denom2		denom2		3-4_plus_2-10-lcm_denom2		Single		lcm_denom2			
151	All Data	f503c0ce3353ebb6065cab8cfdc8d3e1	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:31		1	ATTEMPT		RESULT		SimStudent	3-4_plus_2-10	1	1969-12-31 19:02:29	but_denom2	1	1	CORRECT	JCommTable5_C1R2	UpdateTable	40					Single-KC		KC145		KC1		KC1		KC145		KC145		but_denom2		denom2		3-4_plus_2-10-but_denom2		Single		but_denom2			
152	All Data	b228762a668c00a41bd14acfa9aa8d69	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:32		1	ATTEMPT		RESULT		SimStudent	3-4_plus_2-10	1	1969-12-31 19:02:29	but_denom1	1	1	CORRECT	JCommTable4_C1R2	UpdateTable	40					Single-KC		KC106		KC1		KC1		KC106		KC106		but_denom1		denom1		3-4_plus_2-10-but_denom1		Single		but_denom1			
153	All Data	d21365c8692e08b1e4d6b2071ccadc15	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:33		1	ATTEMPT		RESULT		SimStudent	3-4_plus_2-10	1	1969-12-31 19:02:29	convert_num1	1	1	CORRECT	JCommTable4_C1R1	UpdateTable	30					Single-KC		KC114		KC1		KC1		KC114		KC114		convert_num1		converted-num1		3-4_plus_2-10-convert_num1		Single		convert_num1			
154	All Data	85986c27d58fc5e2e4ef6183c6feb7a8	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:34		1	ATTEMPT		RESULT		SimStudent	3-4_plus_2-10	1	1969-12-31 19:02:29	convert_num2	1	1	CORRECT	JCommTable5_C1R1	UpdateTable	8					Single-KC		KC151		KC1		KC1		KC151		KC151		convert_num2		convert-num2		3-4_plus_2-10-convert_num2		Single		convert_num2			
155	All Data	830871b27b6b305877afaf1459ef9e56	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:35		1	ATTEMPT		RESULT		SimStudent	3-4_plus_2-10	1	1969-12-31 19:02:29	answer_denom	1	1	CORRECT	JCommTable6_C1R2	UpdateTable	40					Single-KC		KC168		KC1		KC1		KC168		KC168		answer_denom		answer-denom		3-4_plus_2-10-answer_denom		Single		answer_denom			
156	All Data	f6302b667c4263511c8d51be40c05dda	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:36		1	ATTEMPT		RESULT		SimStudent	3-4_plus_2-10	1	1969-12-31 19:02:29	answer_num	1	1	CORRECT	JCommTable6_C1R1	UpdateTable	38					Single-KC		KC119		KC1		KC1		KC119		KC119		answer_num		answer-num		3-4_plus_2-10-answer_num		Single		answer_num			
157	All Data	e077c4de284361f8d9b76d78d9f70435	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:37		1	ATTEMPT		RESULT		SimStudent	3-4_plus_2-10	1	1969-12-31 19:02:29	done	1	1	CORRECT	done	ButtonPressed	-1					Single-KC		KC60		KC1		KC1		KC60		KC60		done		done		3-4_plus_2-10-done		Single		done			
158	All Data	e335ff37b4d78d34fd7eb2ca59444df9	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:38		1	ATTEMPT		RESULT		SimStudent	4-5_plus_1-10	1	1969-12-31 19:02:37	but_denom2	1	1	CORRECT	JCommTable5_C1R2	UpdateTable	50					Single-KC		KC18		KC1		KC1		KC18		KC18		but_denom2		denom2		4-5_plus_1-10-but_denom2		Single		but_denom2			
159	All Data	456c7e580e41b6ccddd8694cb0f038f3	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:39		1	ATTEMPT		RESULT		SimStudent	4-5_plus_1-10	1	1969-12-31 19:02:37	but_denom1	1	1	CORRECT	JCommTable4_C1R2	UpdateTable	50					Single-KC		KC32		KC1		KC1		KC32		KC32		but_denom1		denom1		4-5_plus_1-10-but_denom1		Single		but_denom1			
160	All Data	a6574137a90d4ffb47a8dd07ffa2624c	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:40		1	ATTEMPT		RESULT		SimStudent	4-5_plus_1-10	1	1969-12-31 19:02:37	convert_num1	1	1	CORRECT	JCommTable4_C1R1	UpdateTable	40					Single-KC		KC141		KC1		KC1		KC141		KC141		convert_num1		converted-num1		4-5_plus_1-10-convert_num1		Single		convert_num1			
161	All Data	2b089f78aaa4703e81ed87e0a4c5fd7b	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:41		1	ATTEMPT		RESULT		SimStudent	4-5_plus_1-10	1	1969-12-31 19:02:37	convert_num2	1	1	CORRECT	JCommTable5_C1R1	UpdateTable	5					Single-KC		KC45		KC1		KC1		KC45		KC45		convert_num2		convert-num2		4-5_plus_1-10-convert_num2		Single		convert_num2			
162	All Data	356dd700f8448fafb9ddfdc437dbf733	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:42		1	ATTEMPT		RESULT		SimStudent	4-5_plus_1-10	1	1969-12-31 19:02:37	answer_denom	1	1	CORRECT	JCommTable6_C1R2	UpdateTable	50					Single-KC		KC161		KC1		KC1		KC161		KC161		answer_denom		answer-denom		4-5_plus_1-10-answer_denom		Single		answer_denom			
163	All Data	c61b091ffb7518f20c7ae7e64bb3e5e0	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:43		1	ATTEMPT		RESULT		SimStudent	4-5_plus_1-10	1	1969-12-31 19:02:37	answer_num	1	1	CORRECT	JCommTable6_C1R1	UpdateTable	45					Single-KC		KC117		KC1		KC1		KC117		KC117		answer_num		answer-num		4-5_plus_1-10-answer_num		Single		answer_num			
164	All Data	3f61c0029ffcdcd4226350bc34479422	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:44		1	ATTEMPT		RESULT		SimStudent	4-5_plus_1-10	1	1969-12-31 19:02:37	done	1	1	CORRECT	done	ButtonPressed	-1					Single-KC		KC3		KC1		KC1		KC3		KC3		done		done		4-5_plus_1-10-done		Single		done			
165	All Data	1be212470b4235b05514a83d3716a62a	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:45		1	ATTEMPT		RESULT		SimStudent	1-5_plus_4-6	1	1969-12-31 19:02:44	but_denom2	1	1	CORRECT	JCommTable5_C1R2	UpdateTable	30					Single-KC		KC156		KC1		KC1		KC156		KC156		but_denom2		denom2		1-5_plus_4-6-but_denom2		Single		but_denom2			
166	All Data	6a75707a58d2d42dff38cd966608afaf	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:46		1	ATTEMPT		RESULT		SimStudent	1-5_plus_4-6	1	1969-12-31 19:02:44	but_denom1	1	1	CORRECT	JCommTable4_C1R2	UpdateTable	30					Single-KC		KC29		KC1		KC1		KC29		KC29		but_denom1		denom1		1-5_plus_4-6-but_denom1		Single		but_denom1			
167	All Data	81ce872d0af9149ad988dd62b10697c4	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:47		1	ATTEMPT		RESULT		SimStudent	1-5_plus_4-6	1	1969-12-31 19:02:44	convert_num1	1	1	CORRECT	JCommTable4_C1R1	UpdateTable	6					Single-KC		KC8		KC1		KC1		KC8		KC8		convert_num1		converted-num1		1-5_plus_4-6-convert_num1		Single		convert_num1			
168	All Data	dce6fe8edfd2dc6bdaeaed12586c2d46	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:48		1	ATTEMPT		RESULT		SimStudent	1-5_plus_4-6	1	1969-12-31 19:02:44	convert_num2	1	1	CORRECT	JCommTable5_C1R1	UpdateTable	20					Single-KC		KC62		KC1		KC1		KC62		KC62		convert_num2		convert-num2		1-5_plus_4-6-convert_num2		Single		convert_num2			
169	All Data	d62a7550523ea8900056271f6280eead	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:49		1	ATTEMPT		RESULT		SimStudent	1-5_plus_4-6	1	1969-12-31 19:02:44	answer_num	1	1	CORRECT	JCommTable6_C1R1	UpdateTable	26					Single-KC		KC6		KC1		KC1		KC6		KC6		answer_num		answer-num		1-5_plus_4-6-answer_num		Single		answer_num			
170	All Data	a0381e79cbe8bcb1bdb96a6ee97e195d	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:50		1	ATTEMPT		RESULT		SimStudent	1-5_plus_4-6	1	1969-12-31 19:02:44	answer_denom	1	1	CORRECT	JCommTable6_C1R2	UpdateTable	30					Single-KC		KC91		KC1		KC1		KC91		KC91		answer_denom		answer-denom		1-5_plus_4-6-answer_denom		Single		answer_denom			
171	All Data	cd99e0a2e80b0874a8a21bc60de83a10	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:02:51		1	ATTEMPT		RESULT		SimStudent	1-5_plus_4-6	1	1969-12-31 19:02:44	done	1	1	CORRECT	done	ButtonPressed	-1					Single-KC		KC79		KC1		KC1		KC79		KC79		done		done		1-5_plus_4-6-done		Single		done			
172	All Data	178eb2242ef5fe558f5fd2ff983aa825	029cb798-cfdc-4bfa-a4f6-ee68d0552ed7	9a7e6ae9-bcb9-4ced-ab1b-38db3292afa2	1969-12-31 19:00:01		0	HINT_REQUEST		HINT_MSG		SimStudent	1-4_plus_2-7	1	1969-12-31 19:00:01	lcm_denom1	1	0	HINT	hint_button	ButtonPressed	hint request	Enter: JCommTable4_C1R2, UpdateTable, 28				Single-KC		KC21		KC1		KC1		KC21		KC21		lcm_denom1		denom1		1-4_plus_2-7-lcm_denom1		Single		lcm_denom1			
173	All Data	b3655b232d39c8d2ceedacd9c7f03d66	029cb798-cfdc-4bfa-a4f6-ee68d0552ed7	9a7e6ae9-bcb9-4ced-ab1b-38db3292afa2	1969-12-31 19:00:02		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-7	1	1969-12-31 19:00:01	lcm_denom1	2	1	CORRECT	JCommTable4_C1R2	UpdateTable	28					Single-KC		KC21		KC1		KC1		KC21		KC21		lcm_denom1		denom1		1-4_plus_2-7-lcm_denom1		Single		lcm_denom1			
174	All Data	842dc27f6a3dc787db7868a53594b637	029cb798-cfdc-4bfa-a4f6-ee68d0552ed7	9a7e6ae9-bcb9-4ced-ab1b-38db3292afa2	1969-12-31 19:00:03		1	HINT_REQUEST		HINT_MSG		SimStudent	1-4_plus_2-7	1	1969-12-31 19:00:01	lcm_denom2	1	0	HINT	hint_button	ButtonPressed	hint request	Enter: JCommTable5_C1R2, UpdateTable, 28				Single-KC		KC142		KC1		KC1		KC142		KC142		lcm_denom2		denom2		1-4_plus_2-7-lcm_denom2		Single		lcm_denom2			
175	All Data	35a2182d5111835f8d8b91b664321518	029cb798-cfdc-4bfa-a4f6-ee68d0552ed7	9a7e6ae9-bcb9-4ced-ab1b-38db3292afa2	1969-12-31 19:00:04		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-7	1	1969-12-31 19:00:01	lcm_denom2	2	1	CORRECT	JCommTable5_C1R2	UpdateTable	28					Single-KC		KC142		KC1		KC1		KC142		KC142		lcm_denom2		denom2		1-4_plus_2-7-lcm_denom2		Single		lcm_denom2			
176	All Data	997ea23c225b20fa2f0c9624c5896b97	029cb798-cfdc-4bfa-a4f6-ee68d0552ed7	9a7e6ae9-bcb9-4ced-ab1b-38db3292afa2	1969-12-31 19:00:05		1	HINT_REQUEST		HINT_MSG		SimStudent	1-4_plus_2-7	1	1969-12-31 19:00:01	convert_num2	1	0	HINT	hint_button	ButtonPressed	hint request	Enter: JCommTable5_C1R1, UpdateTable, 8				Single-KC		KC46		KC1		KC1		KC46		KC46		convert_num2		convert-num2		1-4_plus_2-7-convert_num2		Single		convert_num2			
177	All Data	090eafa852d21ca39acb43daa3cbf859	029cb798-cfdc-4bfa-a4f6-ee68d0552ed7	9a7e6ae9-bcb9-4ced-ab1b-38db3292afa2	1969-12-31 19:00:06		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-7	1	1969-12-31 19:00:01	convert_num2	2	1	CORRECT	JCommTable5_C1R1	UpdateTable	8					Single-KC		KC46		KC1		KC1		KC46		KC46		convert_num2		convert-num2		1-4_plus_2-7-convert_num2		Single		convert_num2			
178	All Data	5f68e053b6dcf23fd8c5c87e88babe3c	029cb798-cfdc-4bfa-a4f6-ee68d0552ed7	9a7e6ae9-bcb9-4ced-ab1b-38db3292afa2	1969-12-31 19:00:07		1	HINT_REQUEST		HINT_MSG		SimStudent	1-4_plus_2-7	1	1969-12-31 19:00:01	convert_num1	1	0	HINT	hint_button	ButtonPressed	hint request	Enter: JCommTable4_C1R1, UpdateTable, 7				Single-KC		KC130		KC1		KC1		KC130		KC130		convert_num1		converted-num1		1-4_plus_2-7-convert_num1		Single		convert_num1			
179	All Data	8fd11fc02fedaa948abc11c261ceefac	029cb798-cfdc-4bfa-a4f6-ee68d0552ed7	9a7e6ae9-bcb9-4ced-ab1b-38db3292afa2	1969-12-31 19:00:08		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-7	1	1969-12-31 19:00:01	convert_num1	2	1	CORRECT	JCommTable4_C1R1	UpdateTable	7					Single-KC		KC130		KC1		KC1		KC130		KC130		convert_num1		converted-num1		1-4_plus_2-7-convert_num1		Single		convert_num1			
180	All Data	c083e9f8d107042ebeb679350587a696	029cb798-cfdc-4bfa-a4f6-ee68d0552ed7	9a7e6ae9-bcb9-4ced-ab1b-38db3292afa2	1969-12-31 19:00:09		1	HINT_REQUEST		HINT_MSG		SimStudent	1-4_plus_2-7	1	1969-12-31 19:00:01	answer_denom	1	0	HINT	hint_button	ButtonPressed	hint request	Enter: JCommTable6_C1R2, UpdateTable, 28				Single-KC		KC124		KC1		KC1		KC124		KC124		answer_denom		answer-denom		1-4_plus_2-7-answer_denom		Single		answer_denom			
181	All Data	58cffc8325feae684fb5d294ef82548b	029cb798-cfdc-4bfa-a4f6-ee68d0552ed7	9a7e6ae9-bcb9-4ced-ab1b-38db3292afa2	1969-12-31 19:00:10		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-7	1	1969-12-31 19:00:01	answer_denom	2	1	CORRECT	JCommTable6_C1R2	UpdateTable	28					Single-KC		KC124		KC1		KC1		KC124		KC124		answer_denom		answer-denom		1-4_plus_2-7-answer_denom		Single		answer_denom			
182	All Data	c653ffd4ada076f695c4ecaa3343213d	029cb798-cfdc-4bfa-a4f6-ee68d0552ed7	9a7e6ae9-bcb9-4ced-ab1b-38db3292afa2	1969-12-31 19:00:11		1	HINT_REQUEST		HINT_MSG		SimStudent	1-4_plus_2-7	1	1969-12-31 19:00:01	answer_num	1	0	HINT	hint_button	ButtonPressed	hint request	Enter: JCommTable6_C1R1, UpdateTable, 15				Single-KC		KC56		KC1		KC1		KC56		KC56		answer_num		answer-num		1-4_plus_2-7-answer_num		Single		answer_num			
183	All Data	ca766befa78eb7de4ed37d8b24bd39ff	029cb798-cfdc-4bfa-a4f6-ee68d0552ed7	9a7e6ae9-bcb9-4ced-ab1b-38db3292afa2	1969-12-31 19:00:12		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-7	1	1969-12-31 19:00:01	answer_num	2	1	CORRECT	JCommTable6_C1R1	UpdateTable	15					Single-KC		KC56		KC1		KC1		KC56		KC56		answer_num		answer-num		1-4_plus_2-7-answer_num		Single		answer_num			
184	All Data	f45a2b4655a5ef094dcace013a6ab954	029cb798-cfdc-4bfa-a4f6-ee68d0552ed7	9a7e6ae9-bcb9-4ced-ab1b-38db3292afa2	1969-12-31 19:00:13		1	HINT_REQUEST		HINT_MSG		SimStudent	1-4_plus_2-7	1	1969-12-31 19:00:01	done	1	0	HINT	hint_button	ButtonPressed	hint request	Enter: done, ButtonPressed, -1				Single-KC		KC132		KC1		KC1		KC132		KC132		done		done		1-4_plus_2-7-done		Single		done			
185	All Data	118d8d936d3600223289385f28cc524f	029cb798-cfdc-4bfa-a4f6-ee68d0552ed7	9a7e6ae9-bcb9-4ced-ab1b-38db3292afa2	1969-12-31 19:00:14		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-7	1	1969-12-31 19:00:01	done	2	1	CORRECT	done	ButtonPressed	-1					Single-KC		KC132		KC1		KC1		KC132		KC132		done		done		1-4_plus_2-7-done		Single		done			
186	All Data	bf7fa63fed6492cbd91081f40df53745	029cb798-cfdc-4bfa-a4f6-ee68d0552ed7	9a7e6ae9-bcb9-4ced-ab1b-38db3292afa2	1969-12-31 19:00:15		1	ATTEMPT		RESULT		SimStudent	2-4_plus_1-8	1	1969-12-31 19:00:14	lcm_denom1	1	1	INCORRECT	JCommTable4_C1R2	UpdateTable	32					Single-KC		KC4		KC1		KC1		KC4		KC4		lcm_denom1		denom1		2-4_plus_1-8-lcm_denom1		Single		lcm_denom1			
